kind,judge_id,judge_name,corps_key,corps_name,caption,division,n,mean_residual,raw_mean_residual,shrinkage_mean_residual,se,ci95_low,ci95_high,mean_abs_residual,positive_pct,z,seasons
judge_corps_caption,j-allison-dma-1,Joseph Allison DMA,001j000000iwx91aad,Carolina Crown,GE2,World Class,5,0.1666,0.3295,0.0641,0.1529,-0.1331,0.4663,0.2619,0.6,1.0895,2013
judge_corps_caption,k-miller-1,Kyle Miller,001j000000iwxa2aal,Louisiana Stars,GE1,Open Class,6,-0.1493,-0.8884,-0.064,0.5887,-1.3031,1.0045,1.0432,0.5,-0.2536,"2014,2015,2016,2022"
judge_corps_caption,w-chumley-1,William Chumley,001j000000iwxa5aal,Music City,GE1,World Class,7,-0.1371,0.09,-0.064,0.1326,-0.3969,0.1227,0.2836,0.5714,-1.0346,"2022,2023,2024,2025"
judge_corps_caption,n-jones-1,Nola Jones,001j000000iwxadaa1,Spirit of Atlanta,GE2,World Class,16,0.0958,-0.0064,0.0639,0.2321,-0.3592,0.5507,0.5606,0.8125,0.4127,"2013,2014,2015,2016,2017,2018,2019,2025"
judge_corps_caption,j-webb-1,Jay Webb,001j000000iwwsoaal,Blue Knights,MA,World Class,12,-0.1064,-0.1712,-0.0639,0.3565,-0.8051,0.5923,0.6085,0.6667,-0.2985,"2013,2014,2018,2022,2023,2024"
judge_corps_caption,c-moss-1,Chris Moss,001j000000iwxa5aal,Music City,VP,Open Class,13,-0.103,0.1194,-0.0638,0.2496,-0.5922,0.3862,0.5859,0.4615,-0.4127,"2016,2018,2019,2022,2024,2025"
judge_corps_caption,m-davis-1,Mike Davis,001j000000iwwsqaal,Blue Stars,MP,World Class,17,-0.0937,0.1128,-0.0637,0.3047,-0.6909,0.5035,0.7047,0.7059,-0.3074,"2013,2014,2015,2016,2017,2018,2019,2022,2023,2025"
judge_corps_caption,m-turner-1,Michael Turner,001j000000iwxafaa1,The Cavaliers,GE1,World Class,5,0.1657,0.1838,0.0637,0.1828,-0.1926,0.524,0.3553,0.6,0.9062,"2013,2014,2016,2017"
judge_corps_caption,f-morris-1,Frank Morris,001j000000iwxajaa1,Troopers,GE1,World Class,9,-0.1201,0.1967,-0.0636,0.1854,-0.4835,0.2433,0.3779,0.4444,-0.6477,"2013,2014,2015,2016"
judge_corps_caption,k-baker-1,Keith Baker,001j000000iwx93aad,Seattle Cascades,VA,World Class,5,0.1653,0.1133,0.0636,0.1923,-0.2115,0.5422,0.368,0.6,0.8599,"2015,2018,2023,2024"
judge_corps_caption,j-gilley-1,Jackie Gilley,001j000000iwx9paad,Gold,GE1,Open Class,7,0.1362,0.8679,0.0635,0.2012,-0.2581,0.5305,0.4443,0.7143,0.6769,"2015,2019,2024"
judge_corps_caption,w-chumley-1,William Chumley,001j000000iwx9aaat,Crossmen,CG,World Class,8,0.1268,0.3446,0.0634,0.1024,-0.074,0.3275,0.2492,0.625,1.2377,"2013,2016,2017,2018,2019"
judge_corps_caption,j-howell-1,John Howell,001j000000iwxa0aal,Legends,GE1,Open Class,7,-0.1354,-0.2302,-0.0632,0.4019,-0.9232,0.6523,0.8901,0.4286,-0.3369,"2013,2015,2018,2019,2022"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000iwx91aad,Carolina Crown,GE2,World Class,8,0.1262,-0.0321,0.0631,0.2786,-0.4199,0.6722,0.5739,0.875,0.4528,"2013,2014,2017,2018,2023"
judge_corps_caption,c-costanza-1,Curtis Costanza,001j000000iwxa0aal,Legends,GE1,Open Class,10,0.1135,0.6626,0.0631,0.1374,-0.1559,0.3829,0.3255,0.7,0.8259,"2013,2014,2015,2016"
judge_corps_caption,t-mengel-1,Tim Mengel,001j000000iwxajaa1,Troopers,MP,World Class,6,0.1473,0.5994,0.0631,0.2028,-0.2501,0.5448,0.3664,0.5,0.7264,"2017,2018,2019,2022,2023"
judge_corps_caption,s-calhoun-1,Steve Calhoun,001j000000iwwsqaal,Blue Stars,MB,World Class,5,-0.1636,-0.1157,-0.0629,0.5265,-1.1955,0.8683,0.8444,0.6,-0.3107,"2014,2017,2018"
judge_corps_caption,c-moss-1,Chris Moss,001j000000iwx9aaat,Crossmen,GE1,World Class,5,-0.1636,-0.1895,-0.0629,0.2141,-0.5832,0.2561,0.4106,0.4,-0.764,"2014,2016,2023,2025"
judge_corps_caption,m-bowers-1,Michele Bowers,001j000000i6lenaa3,Madison Scouts,CG,World Class,7,0.1349,0.1557,0.0629,0.5,-0.8451,1.1149,0.9247,0.8571,0.2698,"2014,2015,2016,2018,2023"
judge_corps_caption,m-bowers-1,Michele Bowers,001j000000qzs1qaaf,River City Rhythm,CG,Open Class,5,-0.1633,0.5048,-0.0628,0.5176,-1.1779,0.8512,0.9714,0.6,-0.3156,"2016,2017,2018,2024"
judge_corps_caption,d-torchia-1,Debbie Torchia,001j000000iwxaeaa1,The Academy,VA,World Class,13,0.1014,0.1871,0.0627,0.293,-0.473,0.6757,0.6342,0.7692,0.3459,"2013,2014,2015,2016,2017,2018,2019,2025"
judge_corps_caption,c-costanza-1,Curtis Costanza,001j000000iwxa1aal,Les Stentors,GE1,Open Class,13,-0.1011,0.3964,-0.0626,0.2387,-0.569,0.3668,0.709,0.4615,-0.4234,"2013,2014,2015,2016,2024,2025"
judge_corps_caption,j-davila-1,Julie Davila,001j000000qzs1qaaf,River City Rhythm,MP,Open Class,5,-0.1623,-0.3871,-0.0624,0.2664,-0.6844,0.3598,0.3957,0.4,-0.6094,"2017,2022,2023,2024"
judge_corps_caption,r-saucedo-1,Richard Saucedo,001j000000qzs1qaaf,River City Rhythm,GE2,Open Class,5,0.1622,0.406,0.0624,0.108,-0.0495,0.374,0.1919,0.6,1.5017,"2017,2019"
judge_corps_caption,d-padilla-1,Damon Padilla,001j000000iwx93aad,Seattle Cascades,GE1,World Class,7,-0.1338,-0.0153,-0.0624,0.4264,-0.9695,0.702,0.6893,0.5714,-0.3137,"2019,2023,2024,2025"
judge_corps_caption,j-rhodes-1,Jodie Rhodes,001j000000iwxacaa1,Spartans,GE2,Open Class,5,0.1623,0.4698,0.0624,0.3639,-0.551,0.8756,0.6288,0.4,0.446,"2022,2023,2024,2025"
judge_corps_caption,m-stone-1,Michael Stone,001j000000iwx91aad,Carolina Crown,CG,World Class,11,-0.1075,-0.1141,-0.0623,0.5087,-1.1046,0.8895,0.8449,0.8182,-0.2114,"2013,2014,2015,2016,2017,2018"
judge_corps_caption,w-rickart-1,Warren Rickart,001j000000h3xrnaav,Phantom Regiment,GE1,World Class,5,0.162,0.4531,0.0623,0.2414,-0.3111,0.6352,0.4111,0.4,0.6713,"2022,2023,2024"
judge_corps_caption,f-morris-1,Frank Morris,001j000000i6kfgaan,The Cadets,GE1,World Class,14,0.0977,0.4027,0.0622,0.1487,-0.1937,0.3892,0.4029,0.5714,0.6572,"2013,2014,2015,2016"
judge_corps_caption,t-wemhoff-1,Ted Wemhoff,001j000000iwxaeaa1,The Academy,GE1,World Class,15,0.0954,0.3197,0.0622,0.0657,-0.0334,0.2241,0.2113,0.6667,1.452,"2015,2016,2017,2019,2022,2023,2025"
judge_corps_caption,c-costanza-1,Curtis Costanza,001j000000i6kalaa3,Blue Devils C,GE1,Open Class,6,-0.145,0.4596,-0.0621,0.7114,-1.5393,1.2492,1.2927,0.6667,-0.2039,"2013,2014,2015,2016,2024"
judge_corps_caption,g-oliviero-1,George Oliviero,001j000000i6kfgaan,The Cadets,VA,World Class,13,-0.1003,-0.204,-0.0621,0.229,-0.5491,0.3485,0.4918,0.6923,-0.438,"2013,2014,2016,2018,2019,2022,2023"
judge_corps_caption,l-carlson-1,Lee Carlson,001j000000iwwssaal,Boston Crusaders,CG,World Class,6,0.1444,0.2529,0.0619,0.2653,-0.3756,0.6644,0.492,0.8333,0.5442,"2013,2014,2015,2016"
judge_corps_caption,c-armbruster-1,Chad Armbruster,001j000000iwx9oaad,Genesis,GE2,Open Class,5,0.161,-0.0993,0.0619,0.2136,-0.2577,0.5796,0.4211,0.6,0.7536,"2016,2018,2023"
judge_corps_caption,d-torchia-1,Debbie Torchia,001j000000iwxa3aal,Mandarins,VA,World Class,14,-0.0972,0.04,-0.0618,0.1935,-0.4763,0.282,0.5133,0.4286,-0.5022,"2013,2014,2015,2016,2017,2019,2022,2023,2025"
judge_corps_caption,j-wilson-1,Jeff Wilson,001j000000iwx9paad,Gold,MA,Open Class,6,-0.1441,0.2625,-0.0618,0.4097,-0.9471,0.6589,0.5847,0.8333,-0.3517,"2017,2018,2019,2025"
judge_corps_caption,t-ochran-1,Timothy Ochran,001j000000iwxa7aal,Pacific Crest,GE1,World Class,9,0.1166,-0.4357,0.0617,0.4234,-0.7133,0.9464,1.0402,0.6667,0.2753,"2013,2015,2016,2017,2018,2023,2024"
judge_corps_caption,c-armbruster-1,Chad Armbruster,001j000000iwx9aaat,Crossmen,MB,World Class,7,-0.1322,-0.2992,-0.0617,0.4217,-0.9588,0.6944,0.8327,0.7143,-0.3136,"2017,2018,2019,2023,2025"
judge_corps_caption,g-fugett-1,Glenn Fugett,001j000000iwwsraal,Bluecoats,MA,World Class,5,0.16,-0.3618,0.0615,0.6441,-1.1025,1.4225,1.1177,0.8,0.2484,"2015,2018,2023,2025"
judge_corps_caption,t-fox-1,Todd Fox,001j000000iwx9oaad,Genesis,MP,Open Class,7,0.1316,0.382,0.0614,0.2893,-0.4353,0.6985,0.6118,0.5714,0.4549,"2013,2014,2016,2023"
judge_corps_caption,j-howell-1,John Howell,001j000000iwx98aad,Colts,CG,World Class,7,0.1316,0.1469,0.0614,0.2612,-0.3803,0.6435,0.5218,0.8571,0.5038,"2014,2015,2017,2019,2024"
judge_corps_caption,k-young-1,Kyle Young,001j000000iwwsoaal,Blue Knights,MA,World Class,6,0.1432,0.1126,0.0614,0.1084,-0.0693,0.3556,0.238,0.8333,1.3207,"2023,2024,2025"
judge_corps_caption,f-miller-1,Frank Miller,001j000000h3xwcaav,Santa Clara Vanguard,VA,World Class,11,0.1058,0.3806,0.0612,0.0908,-0.0722,0.2837,0.266,0.7273,1.1651,"2015,2016,2017"
judge_corps_caption,c-phillips-1,Chester Phillips,001j000000iwx9uaad,Impulse,MB,Open Class,6,-0.1429,-0.2098,-0.0612,0.6216,-1.3613,1.0755,1.2239,0.5,-0.2298,"2016,2018,2022,2025"
judge_corps_caption,m-griffin-1,Marty Griffin,001j000000iwxaaaa1,Raiders,MP,Open Class,12,-0.1018,-0.1686,-0.0611,0.4198,-0.9245,0.721,1.0567,0.5,-0.2424,"2013,2014,2015,2016,2018,2019,2025"
judge_corps_caption,m-lentz-1,Michael Lentz,001j000000i6lenaa3,Madison Scouts,CG,World Class,5,0.1589,0.4486,0.0611,0.1598,-0.1544,0.4722,0.3117,0.6,0.9944,"2013,2016,2017"
judge_corps_caption,s-adamo-1,Sal Adamo,001j000000iwxacaa1,Spartans,VA,Open Class,6,-0.1425,-1.2438,-0.0611,0.8058,-1.7218,1.4369,1.6464,0.5,-0.1768,"2016,2018,2022"
judge_corps_caption,c-romanowski-1,Chris Romanowski,001j000000iwxaeaa1,The Academy,MA,World Class,11,0.1055,0.2409,0.0611,0.144,-0.1768,0.3878,0.303,0.3636,0.7323,"2018,2019,2023,2024,2025"
judge_corps_caption,s-adamo-1,Sal Adamo,001j000000iwwsraal,Bluecoats,VP,World Class,12,-0.1017,0.1654,-0.061,0.1792,-0.453,0.2496,0.3822,0.5,-0.5673,"2013,2014,2015,2016,2017,2019,2023"
judge_corps_caption,j-kennedy-1,Jay Kennedy,001j000000iwxafaa1,The Cavaliers,MA,World Class,21,0.0841,0.4246,0.0609,0.1484,-0.2068,0.375,0.462,0.7619,0.5667,"2013,2014,2015,2016,2017,2018,2019,2023,2025"
judge_corps_caption,t-hall-1,Troy Hall,001j000000iwx97aad,Colt Cadets,MP,Open Class,7,-0.1305,0.053,-0.0609,0.3453,-0.8072,0.5462,0.6406,0.5714,-0.3781,"2016,2018,2019,2022,2023"
judge_corps_caption,d-davis-1,Darrin Davis,001j000000iwx93aad,Seattle Cascades,MA,World Class,10,-0.1094,-0.0997,-0.0608,0.2911,-0.68,0.4611,0.5316,0.6,-0.3759,"2013,2014,2015,2017,2018,2019,2025"
judge_corps_caption,m-mast-1,Monte Mast,001j000000iwwsqaal,Blue Stars,MA,World Class,5,0.1582,0.2079,0.0608,0.2433,-0.3186,0.635,0.3811,0.6,0.6502,"2014,2015,2016,2017"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000iwx9waad,Jersey Surf,MB,World Class,6,0.1419,0.0299,0.0608,0.2503,-0.3487,0.6325,0.4937,0.8333,0.5668,"2016,2019,2022"
judge_corps_caption,g-llacer-1,Greg Llacer,001j000000iwx91aad,Carolina Crown,GE1,World Class,6,0.1418,0.5178,0.0608,0.1211,-0.0954,0.3791,0.255,0.6667,1.1716,"2022,2023,2024"
judge_corps_caption,j-gilley-1,Jackie Gilley,001j000000iwwslaal,7th Regiment,VA,Open Class,5,0.1577,0.7678,0.0607,0.1609,-0.1577,0.4732,0.3382,0.6,0.9801,"2014,2016"
judge_corps_caption,p-mcgarr-1,Paul McGarr,001j000000iwwsoaal,Blue Knights,MB,World Class,24,0.0809,0.0771,0.0606,0.2325,-0.3748,0.5365,0.6368,0.7083,0.3478,"2013,2014,2015,2016,2017,2018,2019,2023,2025"
judge_corps_caption,d-deems-1,Don Deems,001j000000iwxakaa1,Vanguard Cadets,CG,Open Class,9,0.1144,1.1142,0.0606,0.1044,-0.0903,0.3191,0.244,0.4444,1.0952,"2014,2017,2018,2022"
judge_corps_caption,p-madden-1,Phil Madden,001j000000iwwsraal,Bluecoats,VA,World Class,5,0.1577,0.3688,0.0606,0.1163,-0.0702,0.3855,0.209,0.6,1.356,"2015,2016,2018"
judge_corps_caption,s-bertelle-1,Sandra Bertelle,001j000000iwx97aad,Colt Cadets,GE1,Open Class,7,0.1294,1.2591,0.0604,0.1162,-0.0985,0.3572,0.2638,0.7143,1.1128,"2014,2015,2016,2017"
judge_corps_caption,c-rothe-1,Caleb Rothe,001j000000iwx9oaad,Genesis,GE2,Open Class,9,0.114,0.2061,0.0604,0.1343,-0.1492,0.3773,0.3166,0.5556,0.849,"2016,2018,2019,2022,2023,2024,2025"
judge_corps_caption,t-wemhoff-1,Ted Wemhoff,001j000000iwx9aaat,Crossmen,GE1,World Class,19,-0.0857,0.13,-0.0603,0.0784,-0.2394,0.068,0.2999,0.3158,-1.0924,"2015,2016,2017,2018,2019,2022,2023,2024,2025"
judge_corps_caption,w-chumley-1,William Chumley,001j000000i6kfgaan,The Cadets,GE1,World Class,5,0.1568,0.3236,0.0603,0.0744,0.0109,0.3027,0.1803,0.8,2.1069,"2019,2022,2023"
judge_corps_caption,k-baker-1,Keith Baker,001j000000iwxa5aal,Music City,VP,Open Class,10,0.1082,0.5125,0.0601,0.2808,-0.4422,0.6586,0.6958,0.7,0.3853,"2013,2014,2015,2017,2018,2022"
judge_corps_caption,h-nguyen-1,Hieu Nguyen,001j000000i6kfgaan,The Cadets,VP,World Class,8,-0.1202,0.013,-0.0601,0.1336,-0.382,0.1416,0.2615,0.25,-0.9001,"2014,2016,2017,2019,2022,2023"
judge_corps_caption,t-ochran-1,Timothy Ochran,001j000000i6kalaa3,Blue Devils C,VA,Open Class,12,-0.1002,-0.184,-0.0601,0.3102,-0.7082,0.5077,0.8449,0.5,-0.3232,"2015,2016,2018,2019,2023,2024"
judge_corps_caption,g-boulden-1,George Boulden,001j000000iwxa3aal,Mandarins,MB,World Class,5,0.156,0.5056,0.06,0.1246,-0.0882,0.4001,0.1907,0.6,1.252,"2013,2014,2015"
judge_corps_caption,c-moss-1,Chris Moss,001j000000i6i9saav,Blue Devils,VP,World Class,12,0.1001,0.3153,0.06,0.0942,-0.0846,0.2848,0.2456,0.6667,1.0617,"2013,2014,2018,2022,2024,2025"
judge_corps_caption,h-nguyen-1,Hieu Nguyen,001j000000h3xwcaav,Santa Clara Vanguard,VP,World Class,6,-0.14,0.0302,-0.06,0.5652,-1.2477,0.9677,0.8388,0.8333,-0.2477,"2015,2017,2024,2025"
judge_corps_caption,w-chumley-1,William Chumley,001j000000iwx9aaat,Crossmen,VA,World Class,7,-0.1285,-0.0978,-0.06,0.3604,-0.8349,0.5779,0.5345,0.7143,-0.3564,"2017,2018,2019,2023"
judge_corps_caption,g-oliviero-1,George Oliviero,001j000000iwxa5aal,Music City,VA,World Class,5,0.156,0.1277,0.06,0.2289,-0.2927,0.6047,0.3988,0.4,0.6814,"2018,2019,2022,2023"
judge_corps_caption,c-moss-1,Chris Moss,001j000000iwxafaa1,The Cavaliers,VA,World Class,8,-0.1195,-0.0065,-0.0598,0.1293,-0.3729,0.1339,0.3311,0.375,-0.9243,"2013,2017,2018,2022,2023"
judge_corps_caption,b-kuhn-1,Blair Kuhn,001j000000iwx9aaat,Crossmen,VA,World Class,13,0.0965,-0.1541,0.0598,0.4245,-0.7355,0.9286,1.1177,0.7692,0.2274,"2017,2018,2019,2022,2025"
judge_corps_caption,k-miller-1,Kyle Miller,001j000000iwwsraal,Bluecoats,VP,World Class,13,0.0964,0.0793,0.0597,0.3209,-0.5326,0.7254,0.8143,0.8462,0.3003,"2013,2014,2015,2016,2017,2019,2023"
judge_corps_caption,p-madden-1,Phil Madden,001j000000i6kfgaan,The Cadets,VA,World Class,5,0.1552,0.3536,0.0597,0.1455,-0.1301,0.4404,0.2498,0.8,1.0661,"2015,2016"
judge_corps_caption,j-mills-1,Jeff Mills,001j000000i6kfgaan,The Cadets,MB,World Class,5,0.1553,0.8151,0.0597,0.086,-0.0133,0.3239,0.222,0.8,1.8051,"2017,2018,2019,2022"
judge_corps_caption,j-gilley-1,Jackie Gilley,001j000000iwx9paad,Gold,VP,Open Class,8,0.1194,0.7626,0.0597,0.0485,0.0244,0.2144,0.1612,0.875,2.4642,"2017,2018,2019,2024"
judge_corps_caption,g-llacer-1,Greg Llacer,001j000000iwwsraal,Bluecoats,GE1,World Class,6,0.1393,0.5187,0.0597,0.1133,-0.0827,0.3613,0.2322,0.6667,1.2295,"2022,2023,2024"
judge_corps_caption,m-kelly-1,Mickey Kelly,001j000000i6i9saav,Blue Devils,GE1,World Class,20,0.0834,-0.0012,0.0596,0.3322,-0.5677,0.7345,0.8293,0.9,0.2511,"2013,2014,2015,2016,2017,2019"
judge_corps_caption,k-giese-1,Ken Giese,001j000000h3xwcaav,Santa Clara Vanguard,VA,World Class,18,-0.0861,0.1607,-0.0596,0.2272,-0.5314,0.3592,0.5408,0.5556,-0.3789,"2013,2014,2015,2016,2017,2018,2019"
judge_corps_caption,l-carlson-1,Lee Carlson,001j000000i6kfgaan,The Cadets,GE1,World Class,8,-0.1192,0.2432,-0.0596,0.0715,-0.2594,0.021,0.1448,0.375,-1.6667,"2013,2015,2016"
judge_corps_caption,d-torchia-1,Debbie Torchia,001j000000i6kfgaan,The Cadets,GE1,World Class,6,-0.139,-0.0948,-0.0596,0.3854,-0.8943,0.6163,0.6383,0.5,-0.3607,"2014,2017,2018,2022,2023"
judge_corps_caption,j-ausdemore-1,Jeff Ausdemore,001j000000iwxacaa1,Spartans,MP,Open Class,5,-0.1546,-0.2782,-0.0595,0.3353,-0.8117,0.5025,0.5157,0.6,-0.4611,"2016,2018,2019"
judge_corps_caption,d-deems-1,Don Deems,001j000000iwx9saad,Guardians,CG,Open Class,6,0.1389,1.0549,0.0595,0.2732,-0.3966,0.6745,0.5099,0.3333,0.5085,"2017,2018,2022,2023"
judge_corps_caption,a-combites-1,Andy Combites,001j000000iwx97aad,Colt Cadets,VP,Open Class,7,-0.1272,-0.0942,-0.0593,0.663,-1.4267,1.1723,1.2649,0.5714,-0.1918,"2016,2017,2022"
judge_corps_caption,b-brahan-1,Beverly Brahan,001j000000iwx91aad,Carolina Crown,CG,World Class,7,-0.1271,0.2544,-0.0593,0.1043,-0.3315,0.0774,0.2573,0.2857,-1.2183,"2023,2025"
judge_corps_caption,c-moss-1,Chris Moss,001j000000iwx93aad,Seattle Cascades,VP,World Class,9,0.1119,0.3143,0.0592,0.2146,-0.3088,0.5326,0.4659,0.6667,0.5214,"2013,2015,2017,2018,2024,2025"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000iwxa7aal,Pacific Crest,MA,World Class,6,0.1382,0.0148,0.0592,0.0952,-0.0483,0.3247,0.2072,0.8333,1.4524,"2017,2023,2024,2025"
judge_corps_caption,j-harper-1,Jeff Harper,001j000000iwwsraal,Bluecoats,GE2,World Class,8,0.1182,-0.044,0.0591,0.1455,-0.167,0.4034,0.3279,0.625,0.8122,"2013,2014,2015,2016,2023"
judge_corps_caption,d-argul-1,Dennis Argul,001j000000iwx9paad,Gold,MB,Open Class,9,-0.1116,0.5338,-0.0591,0.2766,-0.6538,0.4306,0.6686,0.3333,-0.4034,"2015,2017,2019,2025"
judge_corps_caption,d-padilla-1,Damon Padilla,001j000000iwwsraal,Bluecoats,CG,World Class,5,-0.1537,-0.2076,-0.0591,0.3797,-0.8979,0.5906,0.6407,0.6,-0.4047,"2019,2023"
judge_corps_caption,w-dillon-1,Wayne Dillon,001j000000iwwssaal,Boston Crusaders,MA,World Class,12,0.098,0.0675,0.0588,0.2346,-0.3618,0.5578,0.6324,0.75,0.4177,"2013,2015,2017,2018,2022,2025"
judge_corps_caption,k-miller-1,Kyle Miller,001j000000iwx98aad,Colts,GE1,World Class,17,0.0863,0.1654,0.0587,0.0777,-0.066,0.2386,0.2507,0.5882,1.1105,"2013,2014,2015,2016,2017,2018,2019,2022,2023,2024,2025"
judge_corps_caption,j-howell-1,John Howell,001j000000iwwsraal,Bluecoats,VP,World Class,5,0.1527,0.2516,0.0587,0.1743,-0.1889,0.4943,0.3508,0.6,0.8762,"2014,2016,2019,2022"
judge_corps_caption,m-hoskins-1,Mark Hoskins,001j000000iwx9paad,Gold,MB,Open Class,10,0.1056,0.3931,0.0587,0.447,-0.7704,0.9816,0.9397,0.6,0.2363,"2015,2017,2019,2022,2024"
judge_corps_caption,m-rubino-1,Mike Rubino,001j000000iwx9paad,Gold,MB,Open Class,6,-0.1369,-0.0435,-0.0587,0.5394,-1.1942,0.9204,1.1249,0.5,-0.2538,"2016,2019,2022,2023"
judge_corps_caption,r-isoda-1,Randolph Isoda,001j000000iwxakaa1,Vanguard Cadets,GE2,Open Class,8,-0.1173,0.6171,-0.0587,0.3532,-0.8096,0.5749,0.5904,0.625,-0.3322,"2016,2017"
judge_corps_caption,b-spidel-1,Brandon Spidel,001j000000h3xrnaav,Phantom Regiment,GE1,World Class,5,0.1527,-1.0017,0.0587,0.5529,-0.931,1.2363,1.0288,0.6,0.2761,"2018,2024,2025"
judge_corps_caption,j-howell-1,John Howell,001j000000i6kfgaan,The Cadets,GE1,World Class,16,-0.0879,-0.1175,-0.0586,0.3081,-0.6918,0.516,0.7162,0.8125,-0.2852,"2013,2015,2016,2017,2018,2019,2023"
judge_corps_caption,n-jones-1,Nola Jones,001j000000iwwsraal,Bluecoats,MA,World Class,9,0.1106,-0.4077,0.0586,0.6464,-1.1564,1.3776,1.2214,0.8889,0.1711,"2013,2014,2015,2016,2017,2018,2022,2024"
judge_corps_caption,c-romanowski-1,Chris Romanowski,001j000000iwx91aad,Carolina Crown,MP,World Class,7,0.1256,0.1947,0.0586,0.1694,-0.2064,0.4577,0.3582,0.7143,0.7416,"2013,2015,2017,2019,2022"
judge_corps_caption,j-wilson-1,Jeff Wilson,001j000000iwx9qaad,Golden Empire,MA,Open Class,6,-0.1367,0.3265,-0.0586,0.1632,-0.4565,0.1831,0.3306,0.5,-0.8377,"2017,2018,2019,2025"
judge_corps_caption,j-brooks-1,Jeff Brooks,001j000000iwxa5aal,Music City,MP,World Class,14,-0.0921,0.3108,-0.0586,0.2814,-0.6436,0.4595,0.7366,0.5714,-0.3272,"2019,2022,2023,2024,2025"
judge_corps_caption,n-jones-1,Nola Jones,001j000000iwx93aad,Seattle Cascades,GE2,World Class,19,-0.0831,-0.1546,-0.0585,0.2221,-0.5185,0.3522,0.6565,0.5789,-0.3741,"2013,2014,2015,2016,2017,2018,2019,2023,2024,2025"
judge_corps_caption,j-kennedy-1,Jay Kennedy,001j000000iwx98aad,Colts,MA,World Class,20,-0.0819,0.2705,-0.0585,0.2283,-0.5293,0.3656,0.5398,0.65,-0.3586,"2013,2014,2015,2017,2018,2019,2022,2023,2025"
judge_corps_caption,l-carlson-1,Lee Carlson,001j000000iwwssaal,Boston Crusaders,GE1,World Class,9,0.1103,0.4922,0.0584,0.1301,-0.1447,0.3653,0.3342,0.5556,0.8477,"2013,2015,2016"
judge_corps_caption,k-miller-1,Kyle Miller,001j000000i6i9saav,Blue Devils,VP,World Class,11,0.1009,0.0955,0.0584,0.3548,-0.5946,0.7964,0.7193,0.9091,0.2844,"2013,2014,2015,2017,2018,2019,2023"
judge_corps_caption,t-hall-1,Troy Hall,001j000000iwxa2aal,Louisiana Stars,MP,Open Class,5,0.1519,0.3829,0.0584,0.1923,-0.225,0.5288,0.3273,0.4,0.7898,"2017,2019,2022"
judge_corps_caption,m-thompson-1,Michael Thompson,001j000000iwx98aad,Colts,VP,World Class,6,-0.136,0.232,-0.0583,0.1533,-0.4364,0.1645,0.3145,0.3333,-0.887,"2013,2014,2019"
judge_corps_caption,m-turner-1,Michael Turner,001j000000iwx9waad,Jersey Surf,VP,World Class,12,0.0972,0.242,0.0583,0.1054,-0.1094,0.3038,0.3115,0.5,0.9223,"2013,2015,2016,2017,2018,2023,2024"
judge_corps_caption,m-gray-1,Michael Gray,001j000000iwx9waad,Jersey Surf,GE1,World Class,11,-0.1007,0.0008,-0.0583,0.2933,-0.6756,0.4741,0.6325,0.5455,-0.3435,"2016,2017,2018,2019"
judge_corps_caption,d-carbone-1,Dave Carbone,001j000000iwx9oaad,Genesis,MA,Open Class,16,0.0873,0.1846,0.0582,0.1755,-0.2568,0.4313,0.3906,0.5,0.4972,"2013,2014,2016,2017,2019,2022,2024,2025"
judge_corps_caption,c-rothe-1,Caleb Rothe,001j000000i6jmbaaf,Blue Devils B,MP,Open Class,8,0.1161,-0.2376,0.0581,0.4718,-0.8087,1.0409,1.0711,0.5,0.2461,"2013,2022,2023,2024,2025"
judge_corps_caption,c-armbruster-1,Chad Armbruster,001j000000iwx97aad,Colt Cadets,MB,Open Class,11,-0.1003,-0.2247,-0.0581,0.3689,-0.8233,0.6227,0.9853,0.5455,-0.2719,"2017,2018,2019,2022,2023,2024,2025"
judge_corps_caption,j-sturgeon-1,Jim Sturgeon,001j000000h3xwcaav,Santa Clara Vanguard,VP,World Class,10,0.1043,0.3188,0.0579,0.1474,-0.1847,0.3932,0.3442,0.6,0.7074,"2014,2018,2019,2022,2024"
judge_corps_caption,c-phillips-1,Chester Phillips,001j000000iwx9aaat,Crossmen,GE2,World Class,7,0.124,0.3459,0.0579,0.0753,-0.0237,0.2717,0.179,0.7143,1.6461,"2015,2019,2022,2024,2025"
judge_corps_caption,j-orefice-1,Juno Orefice,001j000000iwx99aad,Columbians,VP,Open Class,5,0.1505,0.7109,0.0579,0.227,-0.2943,0.5954,0.3863,0.6,0.6633,"2023,2024,2025"
judge_corps_caption,t-hall-1,Troy Hall,001j000000iwx98aad,Colts,MP,World Class,10,0.104,0.6256,0.0578,0.1909,-0.2702,0.4781,0.442,0.6,0.5447,"2015,2016,2018,2019,2022,2023"
judge_corps_caption,c-hestin-1,Chris Hestin,001j000000iwwsoaal,Blue Knights,GE2,World Class,6,0.1347,0.2923,0.0577,0.159,-0.1769,0.4463,0.3428,0.6667,0.8472,"2018,2022"
judge_corps_caption,w-chumley-1,William Chumley,001j000000iwxadaa1,Spirit of Atlanta,GE1,World Class,5,-0.1498,0.0189,-0.0576,0.0473,-0.2426,-0.057,0.1624,0.2,-3.1636,"2017,2019,2023,2025"
